country_region,date,confirmed
Kuwait,2020-04-04,479
Kuwait,2020-04-05,556
Kuwait,2020-04-06,665
Kuwait,2020-04-07,743
Kuwait,2020-04-08,855
Kuwait,2020-04-09,910
Kuwait,2020-04-10,993
Kuwait,2020-04-11,1154
Kuwait,2020-04-12,1234
Kuwait,2020-04-13,1300
Kuwait,2020-04-14,1355
Kuwait,2020-04-15,1405
Kuwait,2020-04-16,1524
Kuwait,2020-04-17,1658
Kuwait,2020-04-18,1751
Kuwait,2020-04-19,1915
Kuwait,2020-04-20,1995
Kuwait,2020-04-21,2080
Kuwait,2020-04-22,2248
Kuwait,2020-04-23,2399
Kuwait,2020-04-24,2614
Kuwait,2020-04-25,2892
Kuwait,2020-04-26,3075
Kuwait,2020-04-27,3288
Kuwait,2020-04-28,3440
Kuwait,2020-04-29,3740
Kuwait,2020-04-30,4024
Kuwait,2020-05-01,4377
Kuwait,2020-05-02,4619
Kuwait,2020-05-03,4983
Kuwait,2020-05-04,5278
Kuwait,2020-05-05,5804
Kuwait,2020-05-06,6289
Kuwait,2020-05-07,6567
Kuwait,2020-05-08,7208
Kuwait,2020-05-09,7623
Kuwait,2020-05-10,8688
Kuwait,2020-05-11,9286
Kuwait,2020-05-12,10277
Kuwait,2020-05-13,11028
Kuwait,2020-05-14,11975
Kuwait,2020-05-15,12860
Kuwait,2020-05-16,13802
Kuwait,2020-05-17,14850
Kuwait,2020-05-18,15691
Kuwait,2020-05-19,16764
Kuwait,2020-05-20,17568
Kuwait,2020-05-21,18609
Kuwait,2020-05-22,19564
Kuwait,2020-05-23,20464
Kuwait,2020-05-24,21302
Kuwait,2020-05-25,21967
Kuwait,2020-05-26,22575
Kuwait,2020-05-27,23267
Kuwait,2020-05-28,24112
Kuwait,2020-05-29,25184
Kuwait,2020-05-30,26192
Kuwait,2020-05-31,27043
Kyrgyzstan,2020-03-18,3
Kyrgyzstan,2020-03-19,3
Kyrgyzstan,2020-03-20,6
Kyrgyzstan,2020-03-21,14
Kyrgyzstan,2020-03-22,14
Kyrgyzstan,2020-03-23,16
Kyrgyzstan,2020-03-24,42
Kyrgyzstan,2020-03-25,44
Kyrgyzstan,2020-03-26,44
Kyrgyzstan,2020-03-27,58
Kyrgyzstan,2020-03-28,58
Kyrgyzstan,2020-03-29,84
Kyrgyzstan,2020-03-30,94
Kyrgyzstan,2020-03-31,107
Kyrgyzstan,2020-04-01,111
Kyrgyzstan,2020-04-02,116
Kyrgyzstan,2020-04-03,130
Kyrgyzstan,2020-04-04,144
Kyrgyzstan,2020-04-05,147
Kyrgyzstan,2020-04-06,216
Kyrgyzstan,2020-04-07,228
Kyrgyzstan,2020-04-08,270
Kyrgyzstan,2020-04-09,280
Kyrgyzstan,2020-04-10,298
Kyrgyzstan,2020-04-11,339
Kyrgyzstan,2020-04-12,377
Kyrgyzstan,2020-04-13,419
Kyrgyzstan,2020-04-14,430
Kyrgyzstan,2020-04-15,449
Kyrgyzstan,2020-04-16,466
Kyrgyzstan,2020-04-17,489
Kyrgyzstan,2020-04-18,506
Kyrgyzstan,2020-04-19,554
Kyrgyzstan,2020-04-20,568
Kyrgyzstan,2020-04-21,590
Kyrgyzstan,2020-04-22,612
Kyrgyzstan,2020-04-23,631
Kyrgyzstan,2020-04-24,665
Kyrgyzstan,2020-04-25,665
Kyrgyzstan,2020-04-26,682
Kyrgyzstan,2020-04-27,695
Kyrgyzstan,2020-04-28,708
Kyrgyzstan,2020-04-29,729
Kyrgyzstan,2020-04-30,746
Kyrgyzstan,2020-05-01,756
Kyrgyzstan,2020-05-02,769
Kyrgyzstan,2020-05-03,795
Kyrgyzstan,2020-05-04,830
Kyrgyzstan,2020-05-05,843
Kyrgyzstan,2020-05-06,871
Kyrgyzstan,2020-05-07,895
Kyrgyzstan,2020-05-08,906
Kyrgyzstan,2020-05-09,931
Kyrgyzstan,2020-05-10,1002
Kyrgyzstan,2020-05-11,1016
Kyrgyzstan,2020-05-12,1037
Kyrgyzstan,2020-05-13,1044
Kyrgyzstan,2020-05-14,1082
Kyrgyzstan,2020-05-15,1111
Kyrgyzstan,2020-05-16,1117
Kyrgyzstan,2020-05-17,1138
Kyrgyzstan,2020-05-18,1216
Kyrgyzstan,2020-05-19,1243
Kyrgyzstan,2020-05-20,1270
Kyrgyzstan,2020-05-21,1313
Kyrgyzstan,2020-05-22,1350
Kyrgyzstan,2020-05-23,1365
Kyrgyzstan,2020-05-24,1403
Kyrgyzstan,2020-05-25,1433
Kyrgyzstan,2020-05-26,1468
Kyrgyzstan,2020-05-27,1520
Kyrgyzstan,2020-05-28,1594
Kyrgyzstan,2020-05-29,1662
Kyrgyzstan,2020-05-30,1722
Kyrgyzstan,2020-05-31,1748
Laos,2020-03-24,2
Laos,2020-03-25,3
Laos,2020-03-26,6
Laos,2020-03-27,6
Laos,2020-03-28,8
Laos,2020-03-29,8
Laos,2020-03-30,8
Laos,2020-03-31,9
Laos,2020-04-01,10
Laos,2020-04-02,10
Laos,2020-04-03,10
Laos,2020-04-04,10
Laos,2020-04-05,11
Laos,2020-04-06,12
Laos,2020-04-07,14
Laos,2020-04-08,15
Laos,2020-04-09,16
Laos,2020-04-10,16
Laos,2020-04-11,18
Laos,2020-04-12,19
Laos,2020-04-13,19
Laos,2020-04-14,19
Laos,2020-04-15,19
Laos,2020-04-16,19
Laos,2020-04-17,19
Laos,2020-04-18,19
Laos,2020-04-19,19
Laos,2020-04-20,19
Laos,2020-04-21,19
Laos,2020-04-22,19
Laos,2020-04-23,19
Laos,2020-04-24,19
Laos,2020-04-25,19
Laos,2020-04-26,19
Laos,2020-04-27,19
Laos,2020-04-28,19
Laos,2020-04-29,19
Laos,2020-04-30,19
Laos,2020-05-01,19
Laos,2020-05-02,19
Laos,2020-05-03,19
Laos,2020-05-04,19
Laos,2020-05-05,19
Laos,2020-05-06,19
Laos,2020-05-07,19
Laos,2020-05-08,19
Laos,2020-05-09,19
Laos,2020-05-10,19
Laos,2020-05-11,19
Laos,2020-05-12,19
Laos,2020-05-13,19
Laos,2020-05-14,19
Laos,2020-05-15,19
Laos,2020-05-16,19
Laos,2020-05-17,19
Laos,2020-05-18,19
Laos,2020-05-19,19
Laos,2020-05-20,19
Laos,2020-05-21,19
Laos,2020-05-22,19
Laos,2020-05-23,19
Laos,2020-05-24,19
Laos,2020-05-25,19
Laos,2020-05-26,19
Laos,2020-05-27,19
Laos,2020-05-28,19
Laos,2020-05-29,19
Laos,2020-05-30,19
Laos,2020-05-31,19
Latvia,2020-03-02,1
Latvia,2020-03-03,1
Latvia,2020-03-04,1
Latvia,2020-03-05,1
Latvia,2020-03-06,1
Latvia,2020-03-07,1
Latvia,2020-03-08,2
Latvia,2020-03-09,6
Latvia,2020-03-10,8
Latvia,2020-03-11,10
Latvia,2020-03-12,10
Latvia,2020-03-13,17
Latvia,2020-03-14,26
Latvia,2020-03-15,30
Latvia,2020-03-16,34
Latvia,2020-03-17,49
Latvia,2020-03-18,71
Latvia,2020-03-19,86
Latvia,2020-03-20,111
Latvia,2020-03-21,124
Latvia,2020-03-22,139
Latvia,2020-03-23,180
Latvia,2020-03-24,197
Latvia,2020-03-25,221
Latvia,2020-03-26,244
Latvia,2020-03-27,280
Latvia,2020-03-28,305
Latvia,2020-03-29,347
Latvia,2020-03-30,376
Latvia,2020-03-31,398
Latvia,2020-04-01,446
Latvia,2020-04-02,458
Latvia,2020-04-03,493
Latvia,2020-04-04,509
Latvia,2020-04-05,533
Latvia,2020-04-06,542
Latvia,2020-04-07,548
Latvia,2020-04-08,577
Latvia,2020-04-09,589
Latvia,2020-04-10,612
Latvia,2020-04-11,630
Latvia,2020-04-12,651
Latvia,2020-04-13,655
Latvia,2020-04-14,657
Latvia,2020-04-15,666
Latvia,2020-04-16,675
Latvia,2020-04-17,682
Latvia,2020-04-18,712
Latvia,2020-04-19,727
Latvia,2020-04-20,739
Latvia,2020-04-21,748
Latvia,2020-04-22,761
Latvia,2020-04-23,778
Latvia,2020-04-24,784
Latvia,2020-04-25,804
Latvia,2020-04-26,812
Latvia,2020-04-27,818
Latvia,2020-04-28,836
Latvia,2020-04-29,849
Latvia,2020-04-30,858
Latvia,2020-05-01,870
Latvia,2020-05-02,871
Latvia,2020-05-03,879
Latvia,2020-05-04,896
Latvia,2020-05-05,896
Latvia,2020-05-06,900
Latvia,2020-05-07,909
Latvia,2020-05-08,928
Latvia,2020-05-09,930
Latvia,2020-05-10,939
Latvia,2020-05-11,946
Latvia,2020-05-12,950
Latvia,2020-05-13,951
Latvia,2020-05-14,962
Latvia,2020-05-15,970
Latvia,2020-05-16,997
Latvia,2020-05-17,1008
Latvia,2020-05-18,1009
Latvia,2020-05-19,1012
Latvia,2020-05-20,1016
Latvia,2020-05-21,1025
Latvia,2020-05-22,1030
Latvia,2020-05-23,1046
Latvia,2020-05-24,1047
Latvia,2020-05-25,1049
Latvia,2020-05-26,1053
Latvia,2020-05-27,1057
Latvia,2020-05-28,1061
Latvia,2020-05-29,1064
Latvia,2020-05-30,1065
Latvia,2020-05-31,1066
Lebanon,2020-03-01,10
Lebanon,2020-03-02,13
Lebanon,2020-03-03,13
Lebanon,2020-03-04,13
Lebanon,2020-03-05,16
Lebanon,2020-03-06,22
Lebanon,2020-03-07,22
Lebanon,2020-03-08,32
Lebanon,2020-03-09,32
Lebanon,2020-03-10,41
Lebanon,2020-03-11,61
Lebanon,2020-03-12,61
Lebanon,2020-03-13,77
Lebanon,2020-03-14,93
Lebanon,2020-03-15,110
Lebanon,2020-03-16,99
Lebanon,2020-03-17,120
Lebanon,2020-03-18,133
Lebanon,2020-03-19,157
Lebanon,2020-03-20,163
Lebanon,2020-03-21,187
Lebanon,2020-03-22,248
Lebanon,2020-03-23,267
Lebanon,2020-03-24,318
Lebanon,2020-03-25,333
Lebanon,2020-03-26,368
Lebanon,2020-03-27,391
Lebanon,2020-03-28,412
Lebanon,2020-03-29,438
Lebanon,2020-03-30,446
Lebanon,2020-03-31,470
Lebanon,2020-04-01,479
Lebanon,2020-04-02,494
Lebanon,2020-04-03,508
Lebanon,2020-04-04,520
Lebanon,2020-04-05,527
Lebanon,2020-04-06,541
Lebanon,2020-04-07,548
Lebanon,2020-04-08,576
Lebanon,2020-04-09,582
Lebanon,2020-04-10,609
Lebanon,2020-04-11,619
Lebanon,2020-04-12,630
Lebanon,2020-04-13,632
Lebanon,2020-04-14,641
Lebanon,2020-04-15,658
Lebanon,2020-04-16,663
Lebanon,2020-04-17,668
Lebanon,2020-04-18,672
Lebanon,2020-04-19,673
Lebanon,2020-04-20,677
Lebanon,2020-04-21,677
Lebanon,2020-04-22,682
Lebanon,2020-04-23,688
Lebanon,2020-04-24,696
Lebanon,2020-04-25,704
Lebanon,2020-04-26,707
Lebanon,2020-04-27,710
Lebanon,2020-04-28,717
Lebanon,2020-04-29,721
Lebanon,2020-04-30,725
Lebanon,2020-05-01,729
Lebanon,2020-05-02,733
Lebanon,2020-05-03,737
Lebanon,2020-05-04,740
Lebanon,2020-05-05,741
Lebanon,2020-05-06,750
Lebanon,2020-05-07,784
Lebanon,2020-05-08,796
Lebanon,2020-05-09,809
Lebanon,2020-05-10,845
Lebanon,2020-05-11,859
Lebanon,2020-05-12,870
Lebanon,2020-05-13,878
Lebanon,2020-05-14,886
Lebanon,2020-05-15,891
Lebanon,2020-05-16,902
Lebanon,2020-05-17,911
Lebanon,2020-05-18,931
Lebanon,2020-05-19,954
Lebanon,2020-05-20,961
Lebanon,2020-05-21,1024
Lebanon,2020-05-22,1086
Lebanon,2020-05-23,1097
Lebanon,2020-05-24,1114
Lebanon,2020-05-25,1119
Lebanon,2020-05-26,1140
Lebanon,2020-05-27,1161
Lebanon,2020-05-28,1168
Lebanon,2020-05-29,1172
Lebanon,2020-05-30,1191
Lebanon,2020-05-31,1220
Lesotho,2020-05-13,1
Lesotho,2020-05-14,1
Lesotho,2020-05-15,1
Lesotho,2020-05-16,1
Lesotho,2020-05-17,1
Lesotho,2020-05-18,1
Lesotho,2020-05-19,1
Lesotho,2020-05-20,1
Lesotho,2020-05-21,1
Lesotho,2020-05-22,2
Lesotho,2020-05-23,2
Lesotho,2020-05-24,2
Lesotho,2020-05-25,2
Lesotho,2020-05-26,2
Lesotho,2020-05-27,2
Lesotho,2020-05-28,2
Lesotho,2020-05-29,2
Lesotho,2020-05-30,2
Lesotho,2020-05-31,2
Liberia,2020-03-16,1
Liberia,2020-03-17,1
Liberia,2020-03-18,2
Liberia,2020-03-19,2
Liberia,2020-03-20,2
Liberia,2020-03-21,3
Liberia,2020-03-22,3
Liberia,2020-03-23,3
Liberia,2020-03-24,3
Liberia,2020-03-25,3
Liberia,2020-03-26,3
Liberia,2020-03-27,3
Liberia,2020-03-28,3
Liberia,2020-03-29,3
Liberia,2020-03-30,3
Liberia,2020-03-31,3
Liberia,2020-04-01,6
Liberia,2020-04-02,6
Liberia,2020-04-03,7
Liberia,2020-04-04,10
Liberia,2020-04-05,13
Liberia,2020-04-06,14
Liberia,2020-04-07,14
Liberia,2020-04-08,31
Liberia,2020-04-09,31
Liberia,2020-04-10,37
Liberia,2020-04-11,48
Liberia,2020-04-12,50
Liberia,2020-04-13,59
Liberia,2020-04-14,59
Liberia,2020-04-15,59
Liberia,2020-04-16,59
Liberia,2020-04-17,76
Liberia,2020-04-18,76
Liberia,2020-04-19,91
Liberia,2020-04-20,99
Liberia,2020-04-21,101
Liberia,2020-04-22,101
Liberia,2020-04-23,101
Liberia,2020-04-24,117
Liberia,2020-04-25,120
Liberia,2020-04-26,124
Liberia,2020-04-27,124
Liberia,2020-04-28,141
Liberia,2020-04-29,141
Liberia,2020-04-30,141
Liberia,2020-05-01,152
Liberia,2020-05-02,154
Liberia,2020-05-03,158
Liberia,2020-05-04,166
Liberia,2020-05-05,170
Liberia,2020-05-06,178
Liberia,2020-05-07,189
Liberia,2020-05-08,199
Liberia,2020-05-09,199
Liberia,2020-05-10,199
Liberia,2020-05-11,211
Liberia,2020-05-12,211
Liberia,2020-05-13,213
Liberia,2020-05-14,215
Liberia,2020-05-15,219
Liberia,2020-05-16,223
Liberia,2020-05-17,226
Liberia,2020-05-18,229
Liberia,2020-05-19,233
Liberia,2020-05-20,238
Liberia,2020-05-21,240
Liberia,2020-05-22,249
Liberia,2020-05-23,255
Liberia,2020-05-24,265
Liberia,2020-05-25,265
Liberia,2020-05-26,266
Liberia,2020-05-27,266
Liberia,2020-05-28,269
Liberia,2020-05-29,273
Liberia,2020-05-30,280
Liberia,2020-05-31,288
Libya,2020-03-24,1
Libya,2020-03-25,1
Libya,2020-03-26,1
Libya,2020-03-27,1
Libya,2020-03-28,3
Libya,2020-03-29,8
Libya,2020-03-30,8
Libya,2020-03-31,10
Libya,2020-04-01,10
Libya,2020-04-02,11
Libya,2020-04-03,11
Libya,2020-04-04,18
Libya,2020-04-05,18
Libya,2020-04-06,19
Libya,2020-04-07,20
Libya,2020-04-08,21
Libya,2020-04-09,24
Libya,2020-04-10,24
Libya,2020-04-11,24
Libya,2020-04-12,25
Libya,2020-04-13,26
Libya,2020-04-14,35
Libya,2020-04-15,48
Libya,2020-04-16,49
Libya,2020-04-17,49
Libya,2020-04-18,49
Libya,2020-04-19,51
Libya,2020-04-20,51
Libya,2020-04-21,51
Libya,2020-04-22,59
Libya,2020-04-23,60
Libya,2020-04-24,61
Libya,2020-04-25,61
Libya,2020-04-26,61
Libya,2020-04-27,61
Libya,2020-04-28,61
Libya,2020-04-29,61
Libya,2020-04-30,61
Libya,2020-05-01,63
Libya,2020-05-02,63
Libya,2020-05-03,63
Libya,2020-05-04,63
Libya,2020-05-05,63
Libya,2020-05-06,64
Libya,2020-05-07,64
Libya,2020-05-08,64
Libya,2020-05-09,64
Libya,2020-05-10,64
Libya,2020-05-11,64
Libya,2020-05-12,64
Libya,2020-05-13,64
Libya,2020-05-14,64
Libya,2020-05-15,64
Libya,2020-05-16,65
Libya,2020-05-17,65
Libya,2020-05-18,65
Libya,2020-05-19,68
Libya,2020-05-20,69
Libya,2020-05-21,71
Libya,2020-05-22,72
Libya,2020-05-23,75
Libya,2020-05-24,75
Libya,2020-05-25,75
Libya,2020-05-26,77
Libya,2020-05-27,99
Libya,2020-05-28,105
Libya,2020-05-29,118
Libya,2020-05-30,130
Libya,2020-05-31,156
Liechtenstein,2020-03-04,1
Liechtenstein,2020-03-05,1
Liechtenstein,2020-03-06,1
Liechtenstein,2020-03-07,1
Liechtenstein,2020-03-08,1
Liechtenstein,2020-03-09,1
Liechtenstein,2020-03-10,1
Liechtenstein,2020-03-11,1
Liechtenstein,2020-03-12,1
Liechtenstein,2020-03-13,1
Liechtenstein,2020-03-14,4
Liechtenstein,2020-03-15,4
Liechtenstein,2020-03-16,4
Liechtenstein,2020-03-17,7
Liechtenstein,2020-03-18,28
Liechtenstein,2020-03-19,28
Liechtenstein,2020-03-20,28
Liechtenstein,2020-03-21,37
Liechtenstein,2020-03-22,37
Liechtenstein,2020-03-23,51
Liechtenstein,2020-03-24,51
Liechtenstein,2020-03-25,51
Liechtenstein,2020-03-26,56
Liechtenstein,2020-03-27,56
Liechtenstein,2020-03-28,56
Liechtenstein,2020-03-29,56
Liechtenstein,2020-03-30,62
Liechtenstein,2020-03-31,68
Liechtenstein,2020-04-01,68
Liechtenstein,2020-04-02,75
Liechtenstein,2020-04-03,75
Liechtenstein,2020-04-04,77
Liechtenstein,2020-04-05,77
Liechtenstein,2020-04-06,77
Liechtenstein,2020-04-07,78
Liechtenstein,2020-04-08,78
Liechtenstein,2020-04-09,78
Liechtenstein,2020-04-10,79
Liechtenstein,2020-04-11,79
Liechtenstein,2020-04-12,79
Liechtenstein,2020-04-13,79
Liechtenstein,2020-04-14,79
Liechtenstein,2020-04-15,79
Liechtenstein,2020-04-16,79
Liechtenstein,2020-04-17,79
Liechtenstein,2020-04-18,79
Liechtenstein,2020-04-19,81
Liechtenstein,2020-04-20,81
Liechtenstein,2020-04-21,81
Liechtenstein,2020-04-22,81
Liechtenstein,2020-04-23,81
Liechtenstein,2020-04-24,81
Liechtenstein,2020-04-25,81
Liechtenstein,2020-04-26,82
Liechtenstein,2020-04-27,82
Liechtenstein,2020-04-28,82
Liechtenstein,2020-04-29,82
Liechtenstein,2020-04-30,82
Liechtenstein,2020-05-01,82
Liechtenstein,2020-05-02,82
Liechtenstein,2020-05-03,82
Liechtenstein,2020-05-04,82
Liechtenstein,2020-05-05,82
Liechtenstein,2020-05-06,82
Liechtenstein,2020-05-07,82
Liechtenstein,2020-05-08,82
Liechtenstein,2020-05-09,82
Liechtenstein,2020-05-10,82
Liechtenstein,2020-05-11,82
Liechtenstein,2020-05-12,82
Liechtenstein,2020-05-13,82
Liechtenstein,2020-05-14,82
Liechtenstein,2020-05-15,82
Liechtenstein,2020-05-16,82
Liechtenstein,2020-05-17,82
Liechtenstein,2020-05-18,82
Liechtenstein,2020-05-19,82
Liechtenstein,2020-05-20,82
Liechtenstein,2020-05-21,82
Liechtenstein,2020-05-22,82
Liechtenstein,2020-05-23,82
Liechtenstein,2020-05-24,82
Liechtenstein,2020-05-25,82
Liechtenstein,2020-05-26,82
Liechtenstein,2020-05-27,82
Liechtenstein,2020-05-28,82
Liechtenstein,2020-05-29,82
Liechtenstein,2020-05-30,82
Liechtenstein,2020-05-31,82
Lithuania,2020-03-01,1
Lithuania,2020-03-02,1
Lithuania,2020-03-03,1
Lithuania,2020-03-04,1
Lithuania,2020-03-05,1
Lithuania,2020-03-06,1
Lithuania,2020-03-07,1
Lithuania,2020-03-08,1
Lithuania,2020-03-09,1
Lithuania,2020-03-10,1
Lithuania,2020-03-11,3
Lithuania,2020-03-12,3
Lithuania,2020-03-13,4
Lithuania,2020-03-14,6
Lithuania,2020-03-15,9
Lithuania,2020-03-16,12
Lithuania,2020-03-17,19
Lithuania,2020-03-18,27
Lithuania,2020-03-19,36
Lithuania,2020-03-20,47
Lithuania,2020-03-21,69
Lithuania,2020-03-22,97
Lithuania,2020-03-23,128
Lithuania,2020-03-24,166
Lithuania,2020-03-25,208
Lithuania,2020-03-26,263
Lithuania,2020-03-27,292
Lithuania,2020-03-28,339
Lithuania,2020-03-29,378
Lithuania,2020-03-30,424
Lithuania,2020-03-31,468
Lithuania,2020-04-01,512
Lithuania,2020-04-02,579
Lithuania,2020-04-03,631
Lithuania,2020-04-04,683
Lithuania,2020-04-05,716
Lithuania,2020-04-06,750
Lithuania,2020-04-07,783
Lithuania,2020-04-08,821
Lithuania,2020-04-09,858
Lithuania,2020-04-10,896
Lithuania,2020-04-11,926
Lithuania,2020-04-12,952
Lithuania,2020-04-13,970
Lithuania,2020-04-14,977
Lithuania,2020-04-15,995
Lithuania,2020-04-16,1022
Lithuania,2020-04-17,1050
Lithuania,2020-04-18,1091
Lithuania,2020-04-19,1153
Lithuania,2020-04-20,1173
Lithuania,2020-04-21,1226
Lithuania,2020-04-22,1250
Lithuania,2020-04-23,1272
Lithuania,2020-04-24,1291
Lithuania,2020-04-25,1301
Lithuania,2020-04-26,1316
Lithuania,2020-04-27,1328
Lithuania,2020-04-28,1337
Lithuania,2020-04-29,1364
Lithuania,2020-04-30,1375
Lithuania,2020-05-01,1389
Lithuania,2020-05-02,1394
Lithuania,2020-05-03,1399
Lithuania,2020-05-04,1407
Lithuania,2020-05-05,1410
Lithuania,2020-05-06,1416
Lithuania,2020-05-07,1421
Lithuania,2020-05-08,1430
Lithuania,2020-05-09,1459
Lithuania,2020-05-10,1471
Lithuania,2020-05-11,1479
Lithuania,2020-05-12,1488
Lithuania,2020-05-13,1502
Lithuania,2020-05-14,1511
Lithuania,2020-05-15,1521
Lithuania,2020-05-16,1536
Lithuania,2020-05-17,1545
Lithuania,2020-05-18,1551
Lithuania,2020-05-19,1559
Lithuania,2020-05-20,1580
Lithuania,2020-05-21,1592
Lithuania,2020-05-22,1598
Lithuania,2020-05-23,1612
Lithuania,2020-05-24,1618
Lithuania,2020-05-25,1628
Lithuania,2020-05-26,1632
Lithuania,2020-05-27,1640
Lithuania,2020-05-28,1649
Lithuania,2020-05-29,1654
Lithuania,2020-05-30,1662
Lithuania,2020-05-31,1667
Luxembourg,2020-03-01,1
Luxembourg,2020-03-02,1
Luxembourg,2020-03-03,1
Luxembourg,2020-03-04,1
Luxembourg,2020-03-05,1
Luxembourg,2020-03-06,2
Luxembourg,2020-03-07,2
Luxembourg,2020-03-08,3
Luxembourg,2020-03-09,3
Luxembourg,2020-03-10,5
Luxembourg,2020-03-11,7
Luxembourg,2020-03-12,19
Luxembourg,2020-03-13,34
Luxembourg,2020-03-14,51
Luxembourg,2020-03-15,59
Luxembourg,2020-03-16,77
Luxembourg,2020-03-17,140
Luxembourg,2020-03-18,203
Luxembourg,2020-03-19,335
Luxembourg,2020-03-20,484
Luxembourg,2020-03-21,670
Luxembourg,2020-03-22,798
Luxembourg,2020-03-23,875
Luxembourg,2020-03-24,1099
Luxembourg,2020-03-25,1333
Luxembourg,2020-03-26,1453
Luxembourg,2020-03-27,1605
Luxembourg,2020-03-28,1831
Luxembourg,2020-03-29,1950
Luxembourg,2020-03-30,1988
Luxembourg,2020-03-31,2178
Luxembourg,2020-04-01,2319
Luxembourg,2020-04-02,2487
Luxembourg,2020-04-03,2612
Luxembourg,2020-04-04,2729
Luxembourg,2020-04-05,2804
Luxembourg,2020-04-06,2843
Luxembourg,2020-04-07,2970
Luxembourg,2020-04-08,3034
Luxembourg,2020-04-09,3115
Luxembourg,2020-04-10,3223
Luxembourg,2020-04-11,3270
Luxembourg,2020-04-12,3281
Luxembourg,2020-04-13,3292
Luxembourg,2020-04-14,3307
Luxembourg,2020-04-15,3373
Luxembourg,2020-04-16,3444
Luxembourg,2020-04-17,3480
Luxembourg,2020-04-18,3537
Luxembourg,2020-04-19,3550
Luxembourg,2020-04-20,3558
Luxembourg,2020-04-21,3618
Luxembourg,2020-04-22,3654
Luxembourg,2020-04-23,3665
Luxembourg,2020-04-24,3695
Luxembourg,2020-04-25,3711
Luxembourg,2020-04-26,3723
Luxembourg,2020-04-27,3729
Luxembourg,2020-04-28,3741
Luxembourg,2020-04-29,3769
Luxembourg,2020-04-30,3784
Luxembourg,2020-05-01,3802
Luxembourg,2020-05-02,3812
Luxembourg,2020-05-03,3824
Luxembourg,2020-05-04,3828
Luxembourg,2020-05-05,3840
Luxembourg,2020-05-06,3851
Luxembourg,2020-05-07,3859
Luxembourg,2020-05-08,3871
Luxembourg,2020-05-09,3877
Luxembourg,2020-05-10,3886
Luxembourg,2020-05-11,3888
Luxembourg,2020-05-12,3894
Luxembourg,2020-05-13,3904
Luxembourg,2020-05-14,3915
Luxembourg,2020-05-15,3923
Luxembourg,2020-05-16,3930
Luxembourg,2020-05-17,3945
Luxembourg,2020-05-18,3947
Luxembourg,2020-05-19,3958
Luxembourg,2020-05-20,3971
Luxembourg,2020-05-21,3980
Luxembourg,2020-05-22,3981
Luxembourg,2020-05-23,3990
Luxembourg,2020-05-24,3992
Luxembourg,2020-05-25,3993
Luxembourg,2020-05-26,3995
Luxembourg,2020-05-27,4001
Luxembourg,2020-05-28,4008
Luxembourg,2020-05-29,4012
Luxembourg,2020-05-30,4016
Luxembourg,2020-05-31,4018
Macao SAR,2020-03-10,10
Macau,2020-03-01,10
Macau,2020-03-02,10
Macau,2020-03-03,10
Macau,2020-03-04,10
Macau,2020-03-05,10
Macau,2020-03-06,10
Macau,2020-03-07,10
Macau,2020-03-08,10
Macau,2020-03-09,10
Madagascar,2020-03-20,3
Madagascar,2020-03-21,3
Madagascar,2020-03-22,3
Madagascar,2020-03-23,12
Madagascar,2020-03-24,17
Madagascar,2020-03-25,19
Madagascar,2020-03-26,23
Madagascar,2020-03-27,26
Madagascar,2020-03-28,26
Madagascar,2020-03-29,39
Madagascar,2020-03-30,43
Madagascar,2020-03-31,57
Madagascar,2020-04-01,57
Madagascar,2020-04-02,59
Madagascar,2020-04-03,70
Madagascar,2020-04-04,70
Madagascar,2020-04-05,72
Madagascar,2020-04-06,82
Madagascar,2020-04-07,88
Madagascar,2020-04-08,93
Madagascar,2020-04-09,93
Madagascar,2020-04-10,93
Madagascar,2020-04-11,102
Madagascar,2020-04-12,106
Madagascar,2020-04-13,106
Madagascar,2020-04-14,108
Madagascar,2020-04-15,110
Madagascar,2020-04-16,111
Madagascar,2020-04-17,117
Madagascar,2020-04-18,120
Madagascar,2020-04-19,121
Madagascar,2020-04-20,121
Madagascar,2020-04-21,121
Madagascar,2020-04-22,121
Madagascar,2020-04-23,121
Madagascar,2020-04-24,122
Madagascar,2020-04-25,123
Madagascar,2020-04-26,124
Madagascar,2020-04-27,128
Madagascar,2020-04-28,128
Madagascar,2020-04-29,128
Madagascar,2020-04-30,128
Madagascar,2020-05-01,132
Madagascar,2020-05-02,135
Madagascar,2020-05-03,149
Madagascar,2020-05-04,149
Madagascar,2020-05-05,151
Madagascar,2020-05-06,158
Madagascar,2020-05-07,193
Madagascar,2020-05-08,193
Madagascar,2020-05-09,193
Madagascar,2020-05-10,193
Madagascar,2020-05-11,186
Madagascar,2020-05-12,186
Madagascar,2020-05-13,212
Madagascar,2020-05-14,230
Madagascar,2020-05-15,238
Madagascar,2020-05-16,283
Madagascar,2020-05-17,304
Madagascar,2020-05-18,322
Madagascar,2020-05-19,326
Madagascar,2020-05-20,371
Madagascar,2020-05-21,405
Madagascar,2020-05-22,448
Madagascar,2020-05-23,488
Madagascar,2020-05-24,527
Madagascar,2020-05-25,542
Madagascar,2020-05-26,586
Madagascar,2020-05-27,612
Madagascar,2020-05-28,656
Madagascar,2020-05-29,698
Madagascar,2020-05-30,758
Madagascar,2020-05-31,771
Malawi,2020-04-02,3
Malawi,2020-04-03,3
Malawi,2020-04-04,4
Malawi,2020-04-05,4
Malawi,2020-04-06,5
